rn,strata,title,time,event_rr3,censor_rr3,at_risk_rr3,stderr,std.chaz
48,"young_mother_ind=0, is_benefit=0",Rest to Full,47,54,30,1791,0.019900065,0.019413815
49,"young_mother_ind=0, is_benefit=0",Rest to Full,48,45,24,1707,0.020285316,0.019798456
50,"young_mother_ind=0, is_benefit=0",Rest to Full,49,51,24,1638,0.020772232,0.020281424
51,"young_mother_ind=0, is_benefit=0",Rest to Full,50,24,21,1563,0.021000683,0.020511921
52,"young_mother_ind=0, is_benefit=0",Rest to Full,51,36,15,1521,0.021366189,0.020877449
53,"young_mother_ind=0, is_benefit=0",Rest to Full,52,42,27,1470,0.02181754,0.021326408
54,"young_mother_ind=0, is_benefit=0",Rest to Full,53,39,27,1404,0.022267632,0.021774311
55,"young_mother_ind=0, is_benefit=0",Rest to Full,54,27,33,1338,0.022635266,0.022142069
56,"young_mother_ind=0, is_benefit=0",Rest to Full,55,33,27,1281,0.023116076,0.022620056
57,"young_mother_ind=0, is_benefit=0",Rest to Full,56,48,18,1218,0.023833501,0.023324286
58,"young_mother_ind=0, is_benefit=0",Rest to Full,57,48,24,1152,0.024577946,0.024054608
59,"young_mother_ind=0, is_benefit=0",Rest to Full,58,63,18,1083,0.025672618,0.025110487
60,"young_mother_ind=0, is_benefit=0",Rest to Full,59,87,18,1002,0.027476727,0.026795726
61,"young_mother_ind=0, is_benefit=0",Rest to Full,60,84,18,894,0.029481845,0.028664057
62,"young_mother_ind=0, is_benefit=0",Rest to Full,61,39,18,795,0.03053394,0.029694316
63,"young_mother_ind=0, is_benefit=0",Rest to Full,62,21,15,738,0.031145876,0.03030633
64,"young_mother_ind=0, is_benefit=0",Rest to Full,63,21,18,702,0.031877146,0.031034112
65,"young_mother_ind=0, is_benefit=0",Rest to Full,64,9,24,663,0.0321648,0.03132596
66,"young_mother_ind=0, is_benefit=0",Rest to Full,65,9,24,633,0.032518184,0.031683564
67,"young_mother_ind=0, is_benefit=0",Rest to Full,66,12,21,600,0.033038776,0.032207032
68,"young_mother_ind=0, is_benefit=0",Rest to Full,67,12,12,567,0.033612951,0.032783399
69,"young_mother_ind=0, is_benefit=0",Rest to Full,68,21,21,540,0.034595634,0.03375543
70,"young_mother_ind=0, is_benefit=0",Rest to Full,69,S,9,501,0.034884071,0.034048054
71,"young_mother_ind=0, is_benefit=0",Rest to Full,70,12,12,486,0.035557709,0.034722477
72,"young_mother_ind=0, is_benefit=0",Rest to Full,71,6,21,465,0.03602091,0.035189549
73,"young_mother_ind=0, is_benefit=0",Rest to Full,72,S,15,438,0.036460417,0.035633174
74,"young_mother_ind=0, is_benefit=0",Rest to Full,73,9,15,417,0.037095039,0.036269954
75,"young_mother_ind=0, is_benefit=0",Rest to Full,74,9,21,396,0.037975486,0.037147377
76,"young_mother_ind=0, is_benefit=0",Rest to Full,75,S,15,363,0.03807555,0.037249385
77,"young_mother_ind=0, is_benefit=0",Rest to Full,76,S,30,345,0.038407986,0.037586187
78,"young_mother_ind=0, is_benefit=0",Rest to Full,77,12,30,315,0.039756952,0.038920362
79,"young_mother_ind=0, is_benefit=0",Rest to Full,78,12,21,273,0.041836569,0.04095109
80,"young_mother_ind=0, is_benefit=0",Rest to Full,79,S,18,240,0.04310503,0.042214121
81,"young_mother_ind=0, is_benefit=0",Rest to Full,80,6,27,216,0.044867616,0.043955276
82,"young_mother_ind=0, is_benefit=0",Rest to Full,81,12,18,183,0.048647206,0.047583104
83,"young_mother_ind=0, is_benefit=0",Rest to Full,82,15,24,153,0.055383109,0.053820407
84,"young_mother_ind=0, is_benefit=0",Rest to Full,83,S,9,114,0.059620619,0.057950985
85,"young_mother_ind=0, is_benefit=0",Rest to Full,84,S,9,96,0.063229962,0.061509687
86,"young_mother_ind=0, is_benefit=0",Rest to Full,85,S,12,84,0.070262709,0.068223129
87,"young_mother_ind=0, is_benefit=0",Rest to Full,86,S,9,66,0.071952991,0.069936269
88,"young_mother_ind=0, is_benefit=0",Rest to Full,87,S,12,57,0.071952991,0.069936269
89,"young_mother_ind=0, is_benefit=0",Rest to Full,88,S,S,42,0.071952991,0.069936269
90,"young_mother_ind=0, is_benefit=0",Rest to Full,89,S,S,39,0.071952991,0.069936269
91,"young_mother_ind=0, is_benefit=0",Rest to Full,90,S,S,33,0.0831194,0.08076964
92,"young_mother_ind=0, is_benefit=0",Rest to Full,91,S,9,30,0.0831194,0.08076964
93,"young_mother_ind=0, is_benefit=0",Rest to Full,92,S,S,24,0.0831194,0.08076964
94,"young_mother_ind=0, is_benefit=0",Rest to Full,93,S,S,18,0.0831194,0.08076964
95,"young_mother_ind=0, is_benefit=0",Rest to Full,94,S,S,18,0.0831194,0.08076964
96,"young_mother_ind=0, is_benefit=0",Rest to Full,95,S,S,12,0.0831194,0.08076964
97,"young_mother_ind=0, is_benefit=0",Rest to Full,96,S,S,S,S,S
98,"young_mother_ind=0, is_benefit=0",Rest to Full,97,S,S,S,S,S
99,"young_mother_ind=0, is_benefit=0",Rest to Full,98,S,S,S,S,S
100,"young_mother_ind=0, is_benefit=0",Rest to Full,100,S,S,S,S,S
1,"young_mother_ind=0, is_benefit=1",Rest to Full,0,S,36,4584,0,0
2,"young_mother_ind=0, is_benefit=1",Rest to Full,1,S,54,4548,0,0
3,"young_mother_ind=0, is_benefit=1",Rest to Full,2,S,33,4494,0,0
4,"young_mother_ind=0, is_benefit=1",Rest to Full,3,S,42,4458,0,0
5,"young_mother_ind=0, is_benefit=1",Rest to Full,4,S,27,4419,0,0
6,"young_mother_ind=0, is_benefit=1",Rest to Full,5,S,33,4392,0,0
7,"young_mother_ind=0, is_benefit=1",Rest to Full,6,S,30,4359,0,0
8,"young_mother_ind=0, is_benefit=1",Rest to Full,7,S,21,4332,0,0
9,"young_mother_ind=0, is_benefit=1",Rest to Full,8,S,24,4311,0,0
10,"young_mother_ind=0, is_benefit=1",Rest to Full,9,S,27,4287,0,0
11,"young_mother_ind=0, is_benefit=1",Rest to Full,10,S,30,4263,0,0
12,"young_mother_ind=0, is_benefit=1",Rest to Full,11,S,39,4230,0,0
13,"young_mother_ind=0, is_benefit=1",Rest to Full,12,111,39,4191,0.002570702,0.002535817
14,"young_mother_ind=0, is_benefit=1",Rest to Full,13,102,54,4044,0.003598463,0.003551389
15,"young_mother_ind=0, is_benefit=1",Rest to Full,14,60,30,3888,0.004120971,0.004072293
16,"young_mother_ind=0, is_benefit=1",Rest to Full,15,48,42,3798,0.004519666,0.004470355
17,"young_mother_ind=0, is_benefit=1",Rest to Full,16,33,27,3702,0.004788517,0.00473958
18,"young_mother_ind=0, is_benefit=1",Rest to Full,17,30,36,3645,0.005028497,0.004979906
19,"young_mother_ind=0, is_benefit=1",Rest to Full,18,201,36,3579,0.006468595,0.00635851
20,"young_mother_ind=0, is_benefit=1",Rest to Full,19,219,30,3339,0.007921428,0.007744185
21,"young_mother_ind=0, is_benefit=1",Rest to Full,20,165,45,3090,0.008986611,0.008776834
22,"young_mother_ind=0, is_benefit=1",Rest to Full,21,135,39,2883,0.009902744,0.009670348
23,"young_mother_ind=0, is_benefit=1",Rest to Full,22,117,21,2706,0.01071224,0.01046337
24,"young_mother_ind=0, is_benefit=1",Rest to Full,23,114,36,2568,0.011532282,0.0112653
25,"young_mother_ind=0, is_benefit=1",Rest to Full,24,102,30,2418,0.012304861,0.012022407
26,"young_mother_ind=0, is_benefit=1",Rest to Full,25,96,9,2286,0.01306083,0.012763569
27,"young_mother_ind=0, is_benefit=1",Rest to Full,26,84,S,2181,0.013745972,0.01343755
28,"young_mother_ind=0, is_benefit=1",Rest to Full,27,72,24,2094,0.014351767,0.0140358
29,"young_mother_ind=0, is_benefit=1",Rest to Full,28,72,24,1998,0.014980456,0.014655689
30,"young_mother_ind=0, is_benefit=1",Rest to Full,29,69,27,1902,0.015646129,0.015310633
31,"young_mother_ind=0, is_benefit=1",Rest to Full,30,48,24,1806,0.016122552,0.015784433
32,"young_mother_ind=0, is_benefit=1",Rest to Full,31,42,24,1731,0.016550505,0.016211108
33,"young_mother_ind=0, is_benefit=1",Rest to Full,32,48,15,1668,0.017089881,0.016745502
34,"young_mother_ind=0, is_benefit=1",Rest to Full,33,45,27,1602,0.017609801,0.017261115
35,"young_mother_ind=0, is_benefit=1",Rest to Full,34,39,21,1530,0.018114244,0.01776186
36,"young_mother_ind=0, is_benefit=1",Rest to Full,35,48,33,1470,0.018739058,0.018378172
37,"young_mother_ind=0, is_benefit=1",Rest to Full,36,33,18,1386,0.019202192,0.018839082
38,"young_mother_ind=0, is_benefit=1",Rest to Full,37,36,21,1338,0.019748717,0.019380648
39,"young_mother_ind=0, is_benefit=1",Rest to Full,38,27,12,1281,0.020186229,0.019816644
40,"young_mother_ind=0, is_benefit=1",Rest to Full,39,27,27,1242,0.020659043,0.02028694
41,"young_mother_ind=0, is_benefit=1",Rest to Full,40,33,24,1188,0.021217372,0.020840103
42,"young_mother_ind=0, is_benefit=1",Rest to Full,41,30,18,1131,0.021776723,0.021394423
43,"young_mother_ind=0, is_benefit=1",Rest to Full,42,33,9,1086,0.022430716,0.022039813
44,"young_mother_ind=0, is_benefit=1",Rest to Full,43,21,24,1041,0.022866483,0.022474309
45,"young_mother_ind=0, is_benefit=1",Rest to Full,44,21,21,996,0.023312914,0.022919339
46,"young_mother_ind=0, is_benefit=1",Rest to Full,45,24,15,954,0.023886037,0.023487579
47,"young_mother_ind=0, is_benefit=1",Rest to Full,46,24,12,915,0.02449451,0.024090091
48,"young_mother_ind=0, is_benefit=1",Rest to Full,47,18,12,879,0.025029362,0.024621489
49,"young_mother_ind=0, is_benefit=1",Rest to Full,48,24,9,846,0.025680784,0.025265656
50,"young_mother_ind=0, is_benefit=1",Rest to Full,49,21,18,813,0.026246201,0.025826894
51,"young_mother_ind=0, is_benefit=1",Rest to Full,50,9,12,777,0.026563121,0.026144782
52,"young_mother_ind=0, is_benefit=1",Rest to Full,51,21,21,756,0.027267084,0.026840084
53,"young_mother_ind=0, is_benefit=1",Rest to Full,52,15,18,711,0.027815818,0.027385748
54,"young_mother_ind=0, is_benefit=1",Rest to Full,53,15,18,678,0.028327852,0.027895811
55,"young_mother_ind=0, is_benefit=1",Rest to Full,54,15,18,648,0.029007136,0.028568564
56,"young_mother_ind=0, is_benefit=1",Rest to Full,55,21,9,618,0.029931416,0.029476599
57,"young_mother_ind=0, is_benefit=1",Rest to Full,56,21,15,585,0.030871888,0.030400651
58,"young_mother_ind=0, is_benefit=1",Rest to Full,57,18,18,552,0.031845541,0.031357189
59,"young_mother_ind=0, is_benefit=1",Rest to Full,58,18,15,516,0.033045044,0.032528429
60,"young_mother_ind=0, is_benefit=1",Rest to Full,59,27,12,480,0.034803516,0.034219087
61,"young_mother_ind=0, is_benefit=1",Rest to Full,60,30,12,441,0.037025606,0.03633264
62,"young_mother_ind=0, is_benefit=1",Rest to Full,61,15,9,399,0.038236533,0.037523325
63,"young_mother_ind=0, is_benefit=1",Rest to Full,62,12,S,375,0.039468934,0.03873557
64,"young_mother_ind=0, is_benefit=1",Rest to Full,63,9,12,357,0.040278669,0.039541974
65,"young_mother_ind=0, is_benefit=1",Rest to Full,64,9,15,336,0.041271116,0.040525874
66,"young_mother_ind=0, is_benefit=1",Rest to Full,65,9,9,315,0.042521351,0.041758477
67,"young_mother_ind=0, is_benefit=1",Rest to Full,66,S,21,294,0.043207781,0.042445456
68,"young_mother_ind=0, is_benefit=1",Rest to Full,67,9,12,267,0.044359304,0.043586794
69,"young_mother_ind=0, is_benefit=1",Rest to Full,68,S,9,246,0.04472729,0.043958239
70,"young_mother_ind=0, is_benefit=1",Rest to Full,69,S,9,240,0.04532294,0.044556584
71,"young_mother_ind=0, is_benefit=1",Rest to Full,70,S,15,225,0.046423906,0.045651447
72,"young_mother_ind=0, is_benefit=1",Rest to Full,71,S,9,207,0.046680735,0.045911327
73,"young_mother_ind=0, is_benefit=1",Rest to Full,72,S,15,195,0.047828963,0.047054555
74,"young_mother_ind=0, is_benefit=1",Rest to Full,73,S,9,174,0.04816718,0.047396352
75,"young_mother_ind=0, is_benefit=1",Rest to Full,74,9,S,168,0.050813909,0.049974086
76,"young_mother_ind=0, is_benefit=1",Rest to Full,75,S,18,156,0.052914613,0.052040728
77,"young_mother_ind=0, is_benefit=1",Rest to Full,76,S,12,129,0.054579011,0.053694062
78,"young_mother_ind=0, is_benefit=1",Rest to Full,77,S,15,117,0.055924163,0.05503776
79,"young_mother_ind=0, is_benefit=1",Rest to Full,78,S,S,102,0.058571355,0.057647583
80,"young_mother_ind=0, is_benefit=1",Rest to Full,79,S,6,90,0.060598263,0.05966187
81,"young_mother_ind=0, is_benefit=1",Rest to Full,80,S,9,84,0.061798695,0.060866228
82,"young_mother_ind=0, is_benefit=1",Rest to Full,81,S,S,72,0.06625762,0.065211524
83,"young_mother_ind=0, is_benefit=1",Rest to Full,82,S,6,66,0.071655349,0.070445738
84,"young_mother_ind=0, is_benefit=1",Rest to Full,83,9,S,54,0.088840116,0.085808803
85,"young_mother_ind=0, is_benefit=1",Rest to Full,84,S,S,42,0.105404314,0.100983255
86,"young_mother_ind=0, is_benefit=1",Rest to Full,85,S,S,33,0.105404314,0.100983255
87,"young_mother_ind=0, is_benefit=1",Rest to Full,86,S,S,27,0.11150256,0.107112689
88,"young_mother_ind=0, is_benefit=1",Rest to Full,87,S,9,24,0.11150256,0.107112689
89,"young_mother_ind=0, is_benefit=1",Rest to Full,88,S,S,18,0.11150256,0.107112689
90,"young_mother_ind=0, is_benefit=1",Rest to Full,89,S,S,15,0.13112866,0.126164862
91,"young_mother_ind=0, is_benefit=1",Rest to Full,90,S,S,15,0.13112866,0.126164862
92,"young_mother_ind=0, is_benefit=1",Rest to Full,91,S,S,9,0.13112866,0.126164862
93,"young_mother_ind=0, is_benefit=1",Rest to Full,92,S,S,S,S,S
94,"young_mother_ind=0, is_benefit=1",Rest to Full,94,S,S,S,S,S
95,"young_mother_ind=0, is_benefit=1",Rest to Full,96,S,S,S,S,S
96,"young_mother_ind=0, is_benefit=1",Rest to Full,97,S,S,S,S,S
1,"young_mother_ind=1, is_benefit=0",Rest to Full,5,S,S,117,0,0
2,"young_mother_ind=1, is_benefit=0",Rest to Full,12,S,S,117,0.00858377,0.008547009
3,"young_mother_ind=1, is_benefit=0",Rest to Full,13,S,S,114,0.00858377,0.008547009
4,"young_mother_ind=1, is_benefit=0",Rest to Full,14,S,S,114,0.012245765,0.012192855
5,"young_mother_ind=1, is_benefit=0",Rest to Full,15,S,S,111,0.012245765,0.012192855
6,"young_mother_ind=1, is_benefit=0",Rest to Full,16,S,S,111,0.012245765,0.012192855
7,"young_mother_ind=1, is_benefit=0",Rest to Full,17,S,S,111,0.015226912,0.015160078
8,"young_mother_ind=1, is_benefit=0",Rest to Full,18,S,S,108,0.022062279,0.021857764
9,"young_mother_ind=1, is_benefit=0",Rest to Full,19,S,S,105,0.025848917,0.025607834
10,"young_mother_ind=1, is_benefit=0",Rest to Full,20,S,S,102,0.027595647,0.027353551
11,"young_mother_ind=1, is_benefit=0",Rest to Full,21,S,S,102,0.033967514,0.033544823
12,"young_mother_ind=1, is_benefit=0",Rest to Full,22,S,S,99,0.039737862,0.039158355
13,"young_mother_ind=1, is_benefit=0",Rest to Full,23,S,S,93,0.043929612,0.043276979
14,"young_mother_ind=1, is_benefit=0",Rest to Full,24,S,S,90,0.048004543,0.047277605
15,"young_mother_ind=1, is_benefit=0",Rest to Full,25,S,S,84,0.049408856,0.04868655
16,"young_mother_ind=1, is_benefit=0",Rest to Full,26,S,S,84,0.053587789,0.052778832
17,"young_mother_ind=1, is_benefit=0",Rest to Full,28,S,S,84,0.054974614,0.05416942
18,"young_mother_ind=1, is_benefit=0",Rest to Full,29,S,S,81,0.056360706,0.055558455
19,"young_mother_ind=1, is_benefit=0",Rest to Full,30,S,S,81,0.057782473,0.056982213
20,"young_mother_ind=1, is_benefit=0",Rest to Full,31,S,S,78,0.062171655,0.061261408
21,"young_mother_ind=1, is_benefit=0",Rest to Full,32,S,S,75,0.063642999,0.062734163
22,"young_mother_ind=1, is_benefit=0",Rest to Full,34,S,S,72,0.068099306,0.067071101
23,"young_mother_ind=1, is_benefit=0",Rest to Full,35,S,S,69,0.07120488,0.07013282
24,"young_mother_ind=1, is_benefit=0",Rest to Full,36,S,S,63,0.072873312,0.07180041
25,"young_mother_ind=1, is_benefit=0",Rest to Full,37,S,S,63,0.074609222,0.073534016
26,"young_mother_ind=1, is_benefit=0",Rest to Full,38,S,S,63,0.079916558,0.078661862
27,"young_mother_ind=1, is_benefit=0",Rest to Full,39,S,S,60,0.079916558,0.078661862
28,"young_mother_ind=1, is_benefit=0",Rest to Full,40,S,S,57,0.081787142,0.08052921
29,"young_mother_ind=1, is_benefit=0",Rest to Full,41,S,S,57,0.083680462,0.082418085
30,"young_mother_ind=1, is_benefit=0",Rest to Full,42,S,S,54,0.083680462,0.082418085
31,"young_mother_ind=1, is_benefit=0",Rest to Full,44,S,S,54,0.085742789,0.084472932
32,"young_mother_ind=1, is_benefit=0",Rest to Full,45,S,S,54,0.085742789,0.084472932
33,"young_mother_ind=1, is_benefit=0",Rest to Full,46,S,S,51,0.085742789,0.084472932
34,"young_mother_ind=1, is_benefit=0",Rest to Full,47,S,S,48,0.0880908,0.086808273
35,"young_mother_ind=1, is_benefit=0",Rest to Full,48,S,S,48,0.090471869,0.089174937
36,"young_mother_ind=1, is_benefit=0",Rest to Full,49,S,S,48,0.090471869,0.089174937
37,"young_mother_ind=1, is_benefit=0",Rest to Full,51,S,S,48,0.095555144,0.094114592
38,"young_mother_ind=1, is_benefit=0",Rest to Full,52,S,S,45,0.100818537,0.099223035
39,"young_mother_ind=1, is_benefit=0",Rest to Full,54,S,S,42,0.100818537,0.099223035
40,"young_mother_ind=1, is_benefit=0",Rest to Full,56,S,S,42,0.103658562,0.102039718
41,"young_mother_ind=1, is_benefit=0",Rest to Full,57,S,S,36,0.103658562,0.102039718
42,"young_mother_ind=1, is_benefit=0",Rest to Full,59,S,S,36,0.107418566,0.105753057
43,"young_mother_ind=1, is_benefit=0",Rest to Full,60,S,S,36,0.111261334,0.109544674
44,"young_mother_ind=1, is_benefit=0",Rest to Full,61,S,S,33,0.111261334,0.109544674
45,"young_mother_ind=1, is_benefit=0",Rest to Full,63,S,S,30,0.111261334,0.109544674
46,"young_mother_ind=1, is_benefit=0",Rest to Full,64,S,S,30,0.117054841,0.115219555
47,"young_mother_ind=1, is_benefit=0",Rest to Full,68,S,S,27,0.123451599,0.121469485
48,"young_mother_ind=1, is_benefit=0",Rest to Full,69,S,S,24,0.123451599,0.121469485
49,"young_mother_ind=1, is_benefit=0",Rest to Full,70,S,S,21,0.123451599,0.121469485
50,"young_mother_ind=1, is_benefit=0",Rest to Full,71,S,S,15,0.137538241,0.134963118
51,"young_mother_ind=1, is_benefit=0",Rest to Full,72,S,S,15,0.156241074,0.152699326
52,"young_mother_ind=1, is_benefit=0",Rest to Full,73,S,S,12,0.156241074,0.152699326
53,"young_mother_ind=1, is_benefit=0",Rest to Full,75,S,S,9,0.156241074,0.152699326
54,"young_mother_ind=1, is_benefit=0",Rest to Full,77,S,S,9,0.156241074,0.152699326
55,"young_mother_ind=1, is_benefit=0",Rest to Full,82,S,S,9,0.236975326,0.219108289
56,"young_mother_ind=1, is_benefit=0",Rest to Full,84,S,S,9,0.236975326,0.219108289
57,"young_mother_ind=1, is_benefit=0",Rest to Full,87,S,S,S,S,S
58,"young_mother_ind=1, is_benefit=0",Rest to Full,90,S,S,S,S,S
59,"young_mother_ind=1, is_benefit=0",Rest to Full,92,S,S,S,S,S
60,"young_mother_ind=1, is_benefit=0",Rest to Full,97,S,S,S,S,S
1,"young_mother_ind=1, is_benefit=1",Rest to Full,0,S,S,1335,0,0
2,"young_mother_ind=1, is_benefit=1",Rest to Full,1,S,S,1335,0,0
3,"young_mother_ind=1, is_benefit=1",Rest to Full,2,S,S,1332,0,0
4,"young_mother_ind=1, is_benefit=1",Rest to Full,5,S,S,1332,0,0
5,"young_mother_ind=1, is_benefit=1",Rest to Full,8,S,S,1329,0,0
6,"young_mother_ind=1, is_benefit=1",Rest to Full,9,S,S,1329,0,0
7,"young_mother_ind=1, is_benefit=1",Rest to Full,11,S,S,1326,0,0
8,"young_mother_ind=1, is_benefit=1",Rest to Full,12,S,12,1323,0.000756144,0.000755858
9,"young_mother_ind=1, is_benefit=1",Rest to Full,13,S,9,1314,0.001073843,0.001073435
10,"young_mother_ind=1, is_benefit=1",Rest to Full,14,S,S,1302,0.002027179,0.002024163
11,"young_mother_ind=1, is_benefit=1",Rest to Full,15,S,S,1293,0.002027179,0.002024163
12,"young_mother_ind=1, is_benefit=1",Rest to Full,16,S,S,1287,0.002170663,0.002167739
13,"young_mother_ind=1, is_benefit=1",Rest to Full,17,S,S,1284,0.002170663,0.002167739
14,"young_mother_ind=1, is_benefit=1",Rest to Full,18,12,9,1278,0.003388782,0.003378307
15,"young_mother_ind=1, is_benefit=1",Rest to Full,19,12,9,1263,0.004369304,0.004352884
16,"young_mother_ind=1, is_benefit=1",Rest to Full,20,S,9,1239,0.004515933,0.004499814
17,"young_mother_ind=1, is_benefit=1",Rest to Full,21,12,15,1227,0.00533073,0.005309711
18,"young_mother_ind=1, is_benefit=1",Rest to Full,22,S,S,1203,0.005646772,0.005625651
19,"young_mother_ind=1, is_benefit=1",Rest to Full,23,6,S,1194,0.006069737,0.006047688
20,"young_mother_ind=1, is_benefit=1",Rest to Full,24,9,9,1179,0.00652889,0.006505383
21,"young_mother_ind=1, is_benefit=1",Rest to Full,25,12,S,1164,0.007181604,0.007153795
22,"young_mother_ind=1, is_benefit=1",Rest to Full,26,S,S,1149,0.007442172,0.007414222
23,"young_mother_ind=1, is_benefit=1",Rest to Full,27,6,9,1143,0.007845544,0.007816275
24,"young_mother_ind=1, is_benefit=1",Rest to Full,28,9,9,1122,0.008290587,0.008259414
25,"young_mother_ind=1, is_benefit=1",Rest to Full,29,12,6,1104,0.008823254,0.008788804
